regno,name,dept,hist_arrear,cgpa
103742,Crystal Elliott,FT,Yes,8.49
103743,Holly Jones,ECE,Yes,5.98
103744,Amber Gomez,MECH,Yes,5.84
103745,Richard Salas,ECE,No,5.68
103746,Christopher Atkinson,AD,No,6.89
103747,Michael Murphy,FT,No,5.89
103748,Samantha Carson,CSE,No,6.41
103749,Mitchell Lawrence,ECE,Yes,9.71
103750,Kathleen Sandoval,FT,No,8.44
103751,Richard Taylor,FT,No,8.63
103752,Mary Allen,CIVIL,No,6.95
103753,Taylor Ross,AD,No,9.0
103754,Barbara Gray,MECH,No,6.44
103755,Martin Jones,AD,Yes,8.85
103756,Ashley Mendoza,FT,No,5.69
103757,Samantha Snyder DDS,EEE,No,7.81
103758,Jean Barnes,AD,Yes,6.65
103759,Andrew Ramos,AD,No,7.22
103760,Sierra Rowland,ECE,No,5.88
103761,Jenna Howell,FT,Yes,5.87
103762,Carrie Rowe,CIVIL,Yes,8.19
103763,Julie Sanders,FT,Yes,5.72
103764,Paula Trevino,FT,Yes,7.66
103765,Matthew Powell,MECH,No,6.27
103766,Jennifer Saunders,FT,No,7.72
103767,John Solis,MECH,No,5.66
103768,Amanda Palmer,CIVIL,Yes,9.36
103769,Dr. Kristin Woods,MECH,Yes,6.57
103770,Daniel Compton,ECE,No,8.58
103771,Ryan Gill,CIVIL,No,9.38
103772,Rhonda Williams,AD,Yes,8.93
103773,Jennifer Lopez,CSE,No,8.44
103774,Kristy Lee,FT,No,5.98
103775,Tami Delacruz,FT,No,8.64
103776,Rachel Golden,EEE,No,5.37
103777,Leah Miller,CSE,Yes,8.06
103778,Ronnie Miller,ECE,No,6.27
103779,Pamela Hardin,EEE,Yes,9.71
103780,Ashley Matthews,MECH,Yes,5.96
103781,Linda Hill,ECE,Yes,6.12
103782,Jordan Wright,CIVIL,Yes,9.6
103783,Holly Carroll,EEE,Yes,8.91
103784,Gwendolyn Jackson DDS,MECH,Yes,6.35
103785,Patrick Choi,ECE,No,5.71
103786,Adriana Reid,CIVIL,No,5.9
103787,Ann Cook,MECH,No,7.29
103788,John Villa,CSE,No,5.21
103789,Sandra Weber,AD,No,7.83
103790,Pamela Alexander,ECE,Yes,9.19
103791,Michaela Richards,MECH,Yes,7.49
103792,Arthur Barnett,CSE,Yes,5.2
103793,Benjamin Duke,MECH,No,5.01
103794,Lisa Gaines,MECH,Yes,5.03
103795,Gregory Townsend,AD,No,8.95
103796,Jodi Trevino,FT,Yes,7.72
103797,Chad Reid,MECH,Yes,5.27
103798,Julie Hughes,CSE,Yes,7.68
103799,Mr. Matthew Bowman,CIVIL,Yes,6.53
103800,Angel Austin,MECH,Yes,9.21
103801,Patricia Jackson,CIVIL,Yes,8.3
103802,Stacey Ortiz,FT,No,6.99
103803,Linda Anderson,FT,No,5.07
103804,Lindsay Gonzalez,CIVIL,Yes,8.16
103805,Morgan Perez,AD,Yes,9.83
103806,Jennifer Savage,EEE,No,9.75
103807,David Anderson,EEE,No,6.5
103808,Justin Parker,ECE,Yes,7.27
103809,Melissa Adams,FT,No,5.86
103810,Victoria Kelley,MECH,No,5.93
103811,Cristina Berry,CIVIL,Yes,8.91
103812,Katie Glover,CSE,Yes,9.89
103813,Jamie Thomas,CIVIL,No,5.81
103814,Edwin Johnson,ECE,No,8.25
103815,Tonya Morris,AD,Yes,8.7
103816,Matthew Murray,AD,Yes,6.45
103817,Tiffany Brooks,FT,No,6.27
103818,Savannah Hodges,MECH,Yes,8.29
103819,Sean Henderson,MECH,No,5.71
103820,Kathleen Wong,ECE,No,6.91
103821,Dana Morgan,MECH,No,8.75
103822,Haley Pope,FT,No,8.08
103823,Erin Lewis,AD,Yes,5.94
103824,Wanda Liu,AD,No,8.58
103825,Kathy Delgado,MECH,Yes,7.24
103826,Nicole Williams,FT,Yes,9.73
103827,Dawn Summers,MECH,No,7.62
103828,John Murphy,AD,No,9.32
103829,Annette Jones,FT,No,7.98
103830,Laura Jensen,CSE,Yes,5.79
103831,Kathryn Morris,CIVIL,No,9.14
103832,Joseph Chapman,AD,Yes,6.02
103833,Kristopher Bailey,AD,No,9.24
103834,James Rosario,CIVIL,No,5.09
103835,Tammy Cook,AD,No,5.09
103836,Joseph Taylor,CSE,No,7.92
103837,Rose Higgins,FT,No,8.88
103838,William Wilson,EEE,No,8.17
103839,Molly Hahn,CSE,No,5.0
103840,Jason Flores,MECH,Yes,7.86
103841,Meghan Nelson DDS,ECE,No,8.51
103842,William Mata,EEE,Yes,8.06
103843,Christopher Gonzalez,CIVIL,Yes,5.42
103844,Debra Bailey,ECE,No,5.8
103845,Susan Perez,ECE,Yes,6.45
103846,Emily Gardner,MECH,Yes,6.65
103847,Mary Wallace,EEE,No,5.22
103848,Morgan Cervantes,CIVIL,No,5.36
103849,Darlene Smith,FT,No,5.27
103850,Amanda Lee,FT,Yes,5.65
103851,Kyle Tucker,EEE,Yes,7.76
103852,Matthew Wilkerson,ECE,No,6.44
103853,Donna Mendoza,FT,Yes,8.48
103854,Julie Jackson,ECE,No,8.58
103855,Tammy Luna,MECH,No,5.56
103856,Joshua Owens,EEE,No,8.29
103857,Gregory Carter,EEE,No,6.79
103858,Jordan Sellers,FT,Yes,6.27
103859,David Phelps,MECH,Yes,8.56
103860,James Levine,EEE,Yes,6.03
103861,Eddie Reyes,AD,Yes,8.06
103862,Haley Escobar,FT,No,9.39
103863,Amanda Sanders,CSE,Yes,8.73
103864,Lisa Lopez MD,CSE,Yes,6.52
103865,Eric Harris,CIVIL,No,8.54
103866,Oscar Becker,CSE,No,7.88
103867,Elizabeth Curry,FT,No,9.35
103868,Steven Vaughn,CSE,Yes,8.18
103869,Jeremy Mcdonald,CIVIL,No,8.65
103870,Anthony Hardin,EEE,Yes,5.23
103871,Matthew Jackson,ECE,Yes,7.95
103872,Mckenzie Mitchell,CIVIL,Yes,9.36
103873,Marvin Morrow,EEE,No,6.32
103874,Joseph Bryant,ECE,No,6.31
103875,David Carter,ECE,No,7.96
103876,Lauren Williams,FT,Yes,6.4
103877,Holly Jones,EEE,No,9.53
103878,David Kennedy,EEE,No,8.33
103879,Laura Hudson,CSE,Yes,7.95
103880,Renee Hernandez,EEE,No,9.58
103881,Gail Owens,AD,No,9.21
103882,Paula Roth,EEE,Yes,8.14
103883,Mrs. Miranda Jackson MD,EEE,No,7.06
103884,Laura Schmidt,CIVIL,No,5.53
103885,Mark Vasquez,CSE,No,5.87
103886,Juan Buchanan,CSE,Yes,6.48
103887,Emily Wall,CIVIL,Yes,9.94
103888,Heather Quinn,FT,No,7.81
103889,Jason Brown,CIVIL,Yes,7.32
103890,Robert Scott,MECH,No,5.07
103891,Nicole Wilson,ECE,Yes,9.41
103892,Jessica Kelly,ECE,Yes,5.81
103893,Ashley Barnes,EEE,No,9.99
103894,Haley Meyers,ECE,No,5.06
103895,Dr. Anthony Benitez,EEE,No,7.23
103896,Veronica Ortiz,MECH,Yes,7.83
103897,Nicholas Garrett,CSE,Yes,6.49
103898,Jenna Mcguire,MECH,No,8.46
103899,Pamela Torres,CIVIL,Yes,8.56
103900,Mark Ibarra,AD,Yes,5.05
103901,Kathy Molina,CSE,Yes,6.96
103902,Amanda Hines,CIVIL,Yes,8.38
103903,Erica Coffey,MECH,No,6.08
103904,Lynn Jefferson,AD,Yes,7.72
103905,Ashley Woodard,FT,Yes,6.74
103906,John Brown,EEE,Yes,7.54
103907,Mary Wang,CSE,No,7.57
103908,Amy Brown,MECH,Yes,8.47
103909,Jason Mack,FT,No,7.67
103910,Kyle Francis,AD,Yes,5.42
103911,Sarah Miranda,MECH,No,5.35
103912,Justin Gonzales,MECH,No,9.96
103913,Jennifer Moore,ECE,Yes,9.39
103914,Erin Mcclain,AD,Yes,5.26
103915,Rebecca Dixon,ECE,No,5.89
103916,Brian Cisneros,ECE,No,7.65
103917,Joseph Vargas,AD,Yes,9.5
103918,Shannon Rivera,FT,No,7.87
103919,Tara Schneider,ECE,Yes,6.74
103920,Christian Carpenter,CSE,Yes,9.49
103921,Anthony Nelson,MECH,Yes,5.39
103922,Leah Henderson,CSE,No,8.53
103923,Larry Turner,ECE,Yes,6.33
103924,Angela Lloyd,FT,No,6.86
103925,Erik Ortiz,CSE,Yes,7.15
103926,Susan Andrews,FT,Yes,9.11
103927,Monica Brown,MECH,Yes,7.61
103928,Matthew Ballard,ECE,No,8.56
103929,Stephanie Williams,AD,No,6.48
103930,Aaron Spencer,CSE,No,8.48
103931,Lisa Hansen,MECH,Yes,8.17
103932,Joseph Rivera,FT,No,9.6
103933,Amy Griffith,FT,No,6.15
103934,Michelle Cain,ECE,Yes,6.49
103935,Nancy Adams,ECE,No,9.06
103936,Mr. Mark Forbes,CIVIL,Yes,9.11
103937,Melissa Gray,CIVIL,No,7.8
103938,Brian Blake,FT,Yes,6.64
103939,Joan Wise,CIVIL,No,8.03
103940,Briana Taylor,CSE,No,6.75
103941,Krista Thompson,CIVIL,Yes,8.46
103942,Madison Campbell,EEE,Yes,5.09
103943,Robert Howard,FT,Yes,8.49
103944,Jacqueline Mcdaniel,EEE,Yes,7.17
103945,John Douglas,CIVIL,Yes,8.84
103946,Terry Hicks,EEE,Yes,6.56
103947,Barry Landry,FT,Yes,7.76
103948,Christopher Mitchell,CIVIL,Yes,6.36
103949,Connor King,MECH,No,7.17
103950,Katherine Smith,ECE,Yes,5.03
103951,James Snyder,CSE,No,6.87
103952,Megan Finley,MECH,Yes,8.22
103953,Angelica Frost,AD,Yes,8.88
103954,Donna Landry,AD,No,5.18
103955,Valerie Young,ECE,Yes,6.43
103956,Rodney Porter,AD,Yes,7.5
103957,Kristin Smith,MECH,No,6.78
103958,Sara Smith DDS,EEE,Yes,9.53
103959,Michael Guzman,AD,No,9.34
103960,Kimberly Bell,CSE,Yes,8.62
103961,Andrew Mathis,FT,No,6.94
103962,Natasha Black,EEE,No,9.31
103963,Michelle Roberts,CIVIL,No,7.51
103964,Megan Pena,CSE,Yes,7.69
103965,Robin Wiggins,AD,Yes,8.08
103966,Deborah Medina,ECE,Yes,7.3
103967,Jeffrey Gallagher,MECH,No,6.05
103968,Joshua Mills,ECE,Yes,5.24
103969,Alexander Lucas,EEE,Yes,8.6
103970,Robert Newton,CSE,No,8.38
103971,Whitney Williams,MECH,Yes,9.11
103972,Raymond Archer,CIVIL,Yes,8.33
103973,Bonnie Spencer,CSE,No,9.22
103974,Mark Grant,ECE,No,9.73
103975,Joshua Moran II,ECE,Yes,8.01
103976,Jack Freeman,MECH,No,6.89
103977,Justin Knight,CIVIL,No,9.8
103978,Bryan Ashley,FT,No,8.48
103979,Lisa Miller,MECH,Yes,7.89
103980,William Carpenter,MECH,Yes,7.8
103981,Margaret Williams,AD,No,8.05
103982,Thomas Cruz,MECH,No,9.28
103983,Jennifer Morgan,MECH,No,7.36
103984,Mary Stewart,CIVIL,Yes,7.59
103985,Taylor Rios DDS,ECE,Yes,8.44
103986,Karen Scott,AD,No,8.67
103987,Stacy Carter,ECE,Yes,9.46
103988,Eric Murphy,ECE,No,8.31
103989,Ray Santos,MECH,Yes,9.7
103990,Jamie Lee,CSE,Yes,7.03
103991,James Parker,MECH,No,7.17
103992,Ashley Rodriguez,EEE,Yes,8.29
103993,Timothy Gillespie,ECE,No,5.54
103994,Jonathan Obrien,ECE,No,8.39
103995,Katherine Erickson,MECH,No,5.94
103996,Samantha Greer,MECH,No,9.72
103997,Michael Lloyd,MECH,Yes,9.92
103998,Dr. Rebecca Rollins,ECE,Yes,5.41
103999,Travis Sanders,AD,No,7.05
104000,Brittany Dennis,AD,No,9.13
104001,Shelia Donaldson,MECH,Yes,7.5
104002,Shawn Jensen,EEE,No,7.57
104003,Matthew Phillips,EEE,Yes,8.25
104004,Daniel Rowe,EEE,No,7.41
104005,Joseph Sims,ECE,No,6.66
104006,Elizabeth Martin,CSE,No,6.82
104007,Joseph Jones,CIVIL,Yes,7.44
104008,Lauren Brown,MECH,Yes,8.6
104009,Stephanie Vasquez,FT,No,5.42
104010,Debra Chung,CIVIL,No,6.14
104011,Mary Gonzalez,CSE,Yes,7.38
104012,Amber Mitchell,CIVIL,No,7.65
104013,Brittany Garrett,ECE,No,5.05
104014,Teresa Howard,AD,No,6.27
104015,Christopher Mccullough,AD,No,9.75
104016,Lauren Nelson,EEE,Yes,6.31
104017,Christopher Jones,CIVIL,Yes,9.06
104018,Timothy Gibson,AD,Yes,6.81
104019,Deanna Adams,CIVIL,No,6.86
104020,Mrs. Melissa Mclean,MECH,Yes,9.23
104021,Amy Andrews DVM,AD,Yes,5.13
104022,Andrew Valenzuela,EEE,No,8.8
104023,Brandy Gonzales,FT,No,5.83
104024,Luke Tucker,CIVIL,No,9.94
104025,Dr. Elizabeth Morris,CIVIL,No,5.86
104026,Daniel Allen,CIVIL,Yes,9.62
104027,Todd Wright,CIVIL,No,5.49
104028,Curtis Garcia,FT,Yes,9.55
104029,Charles Sandoval,EEE,Yes,7.24
104030,Jessica Mason,CIVIL,No,8.02
104031,Edward Golden,CSE,No,6.57
104032,Ray Garcia,CIVIL,Yes,6.47
104033,Susan Moore,CSE,No,7.94
104034,Antonio Ross,CIVIL,Yes,9.64
104035,Robert Sanchez,EEE,Yes,7.59
104036,Melissa Archer,ECE,Yes,7.53
104037,Eileen Rich,EEE,Yes,9.71
104038,Meredith Waller,FT,Yes,5.04
104039,Jonathan Bell,AD,Yes,5.31
104040,Jeffrey Scott,EEE,No,6.52
104041,Angela Kent,CIVIL,No,8.19
104042,Michael Moreno,AD,No,7.23
104043,Robert Castillo,AD,Yes,6.32
104044,Daniel Rivera,ECE,Yes,8.66
104045,Michelle Hayes,CIVIL,No,5.52
104046,Christopher Henderson,CSE,No,9.45
104047,Steven Mccullough,MECH,Yes,7.22
104048,Theodore Smith,ECE,Yes,6.08
104049,Kenneth Lutz,ECE,No,7.07
104050,Erica Reid,AD,No,5.75
104051,Kristen Thomas,CIVIL,No,9.01
104052,David Sullivan,EEE,No,5.91
104053,Mark Hale,CSE,No,6.72
104054,Ryan Rivers,CIVIL,Yes,5.48
104055,Christopher Johnson,AD,No,5.12
104056,Morgan Valenzuela,MECH,Yes,8.86
104057,Wendy Wood,MECH,No,6.11
104058,Stephanie Wells,AD,Yes,7.56
104059,Christina Barton,CSE,Yes,6.47
104060,Mercedes Oconnor,CIVIL,No,9.07
104061,Amy Harrington,MECH,Yes,8.77
104062,Becky Krause,ECE,Yes,7.22
104063,Carrie Stevenson,ECE,No,8.27
104064,Melissa Robbins,ECE,Yes,9.72
104065,Hannah Jones,CSE,No,8.88
104066,Jonathan Moses,FT,No,5.67
104067,Elizabeth Braun,CSE,No,6.28
104068,Shelley Norton,MECH,No,8.2
104069,Mr. Jonathan Williamson MD,MECH,Yes,5.07
104070,Laura Bell,AD,No,6.45
104071,Tamara Moreno,CIVIL,Yes,9.57
104072,Michele Collins MD,ECE,No,7.26
104073,Breanna Martinez,MECH,Yes,7.64
104074,Douglas Brown,FT,No,7.76
104075,Paul Ho,FT,No,5.42
104076,Jeffrey Gonzalez,CSE,No,7.84
104077,Paige Perez,CSE,Yes,7.11
104078,Maria Bell,CSE,No,6.99
104079,Tina Ryan,EEE,No,5.75
104080,Catherine Harris,CSE,Yes,5.1
104081,Tiffany Bowman,CIVIL,Yes,9.23
104082,Kenneth Carter,ECE,No,7.69
104083,Yvonne Rangel,AD,Yes,5.55
104084,Daniel Cole,FT,Yes,8.34
104085,Charlene Holloway,CSE,No,6.18
104086,Jennifer Freeman,AD,Yes,6.57
104087,David Wilkins,ECE,Yes,9.19
104088,Emily Williams,EEE,Yes,5.24
104089,Mary Wilson,FT,No,6.92
104090,Erik Kemp,MECH,No,9.31
104091,Christine Williams,CIVIL,No,5.16
104092,Kayla Sanchez DVM,FT,Yes,6.46
104093,Debra Olson,CIVIL,No,6.6
104094,Jacob Roberts,CSE,Yes,6.77
104095,Anthony Horton,EEE,No,8.54
104096,Sara Padilla,MECH,No,5.86
104097,George Wade,EEE,No,9.27
104098,Deborah Hoffman,MECH,Yes,7.43
104099,Gabrielle Hughes,EEE,Yes,6.27
104100,Vanessa Brooks,AD,Yes,9.73
104101,Frank Stephens,EEE,Yes,6.57
104102,Cindy Miller,CSE,No,7.95
104103,Danielle Baxter,CIVIL,Yes,5.72
104104,Susan Hansen,CIVIL,Yes,6.45
104105,Kara Williams,AD,Yes,5.02
104106,Jesus Anderson,AD,Yes,6.79
104107,Jennifer Barrera,EEE,No,9.9
104108,Pedro Bender,EEE,No,9.03
104109,Kendra Rhodes,EEE,Yes,5.99
104110,Randy Williams,CSE,Yes,8.55
104111,Robin Hines,MECH,No,5.69
104112,Walter Contreras,ECE,No,9.61
104113,Russell Clarke,CSE,Yes,7.65
104114,Richard Lane,FT,Yes,8.16
104115,Donald Moreno,AD,No,6.61
104116,Kenneth Foster,CIVIL,No,8.62
104117,Adam Blankenship DDS,CSE,Yes,6.04
104118,Matthew Sullivan,FT,No,5.37
104119,Brandon Everett,MECH,No,9.05
104120,Elizabeth Miller,EEE,Yes,7.43
104121,Jennifer Lin,FT,Yes,5.5
104122,Rebecca Murray,AD,No,5.89
104123,Denise Wilson,CSE,Yes,9.9
104124,Gary Powell,EEE,No,5.1
104125,Kathryn Browning,AD,No,5.08
104126,Mr. Brian Brown,ECE,Yes,5.95
104127,Sandy Booth,MECH,Yes,7.39
104128,Matthew Walsh,AD,No,8.11
104129,Kevin Watkins,EEE,No,8.12
104130,Karen Jones,CSE,Yes,7.64
104131,Brandi Rodgers,EEE,No,7.65
104132,Joseph Gonzalez,CSE,No,7.11
104133,Jason Howard,CSE,Yes,7.46
104134,Linda Weiss,AD,No,9.38
104135,Anna Lara,EEE,No,7.81
104136,Gene Brown,MECH,Yes,7.64
104137,Anne Davis,FT,No,6.25
104138,Donna Stephenson,MECH,No,5.06
104139,Kevin Harris,MECH,No,5.96
104140,Dustin Stevens,EEE,No,5.6
104141,Scott Gonzalez,CSE,Yes,6.83
104142,Helen Wells,EEE,Yes,6.35
104143,Kevin Brown,CIVIL,No,5.0
104144,Teresa Clark,MECH,Yes,7.81
104145,Sarah Walker,FT,No,5.79
104146,Cynthia Nguyen,MECH,No,5.17
104147,Natalie Lewis,CSE,Yes,5.31
104148,Mark Keith,EEE,No,8.65
104149,Kevin Flynn,AD,No,5.37
104150,Adam Atkinson,MECH,Yes,5.36
104151,Martin Williams,AD,Yes,5.6
104152,Hannah Andrade,EEE,No,5.57
104153,Whitney Mccormick,ECE,Yes,6.36
104154,Kayla Perkins,ECE,No,7.39
104155,Margaret Green,MECH,Yes,6.09
104156,Amber Rosario,MECH,No,9.12
104157,Jeanette Walls,CSE,No,6.31
104158,Dawn Carlson,AD,No,7.77
104159,Justin Harmon,CIVIL,Yes,8.6
104160,Annette Holmes,FT,Yes,7.89
104161,Raymond Griffin,FT,Yes,7.72
104162,Travis Rhodes,CIVIL,No,9.14
104163,Sandra Matthews,CSE,No,7.2
104164,Christopher Morales,AD,Yes,8.96
104165,Katelyn Bennett,ECE,No,5.73
104166,Gregory Raymond,CSE,Yes,7.08
104167,James Houston,AD,No,5.72
104168,Andrea Hamilton,CSE,Yes,7.22
104169,Ryan Baker,EEE,No,9.51
104170,Bryan Craig,MECH,Yes,5.41
104171,Robert Moss,FT,No,9.83
104172,Richard Navarro,CIVIL,No,6.94
104173,Terrance Gonzalez,FT,Yes,7.58
104174,Kevin Lopez,CSE,Yes,9.47
104175,Anthony Villarreal,EEE,No,9.63
104176,Ryan Wang,ECE,Yes,9.71
104177,Edward Bruce,FT,Yes,6.31
104178,Wendy Clark,CIVIL,Yes,8.7
104179,Marvin Jones,CSE,Yes,7.47
104180,Jimmy Ellis,MECH,Yes,7.41
104181,Angel White,CSE,Yes,7.71
104182,Courtney Hoffman,AD,Yes,7.46
104183,Cynthia Zhang,CSE,Yes,7.16
104184,Nicole Rios,AD,No,8.4
104185,Michael Lewis,CSE,Yes,8.45
104186,Deborah Martinez,ECE,No,8.49
104187,Dr. Steven Luna,FT,No,9.57
104188,Catherine Gonzales,MECH,No,5.29
104189,Jenny Lopez,FT,No,6.97
104190,Derek Cruz,AD,No,5.0
104191,Robert Gonzalez,CSE,Yes,8.49
104192,Cheryl Allison,MECH,No,7.21
104193,Amy Sandoval,AD,Yes,7.29
104194,Sheena Herrera,EEE,No,8.1
104195,Jessica Hernandez,CSE,No,5.91
104196,Thomas Castillo,AD,No,5.52
104197,Adrienne Benjamin,MECH,No,8.5
104198,Cindy Morgan,ECE,Yes,7.89
104199,Aaron Lopez,FT,No,6.48
104200,Tammy Miller,CSE,Yes,5.58
104201,Morgan Chen,CIVIL,No,5.35
104202,Candice Flowers,EEE,No,9.08
104203,Jennifer Casey,CIVIL,Yes,7.24
104204,Raymond Miller,CIVIL,No,8.01
104205,Devin Hebert,CSE,Yes,6.7
104206,Martin Sampson,ECE,No,8.51
104207,Shane Mitchell,CIVIL,Yes,6.8
104208,Shane Green,MECH,No,8.81
104209,Elizabeth Gibbs,ECE,No,5.97
104210,Darrell Sellers MD,CIVIL,Yes,9.39
104211,Jonathon Lee,EEE,No,5.81
104212,Alicia Matthews,AD,No,5.21
104213,Miss Leah Taylor,CIVIL,Yes,5.82
104214,Amanda Fleming,MECH,Yes,5.05
104215,Allison Willis,ECE,No,7.73
104216,Leslie Hansen,FT,Yes,6.26
104217,Mrs. Jordan Matthews,AD,Yes,8.0
104218,Melissa Nguyen,CIVIL,Yes,7.93
104219,Patricia Bradley,MECH,Yes,9.5
104220,William Cordova,CSE,No,8.75
104221,Daniel Gentry,CIVIL,Yes,8.16
104222,Danny Riddle,CIVIL,Yes,8.2
104223,Ebony Brennan,CIVIL,No,6.65
104224,Stephanie Wells,FT,Yes,7.19
104225,John Robbins,EEE,No,7.86
104226,Bryan Nguyen,CIVIL,Yes,8.85
104227,Christopher Lewis,FT,No,9.97
104228,Samantha Cole,EEE,Yes,5.49
104229,Mary Miller,CIVIL,No,7.33
104230,Bradley Williams,ECE,No,5.42
104231,Laura Porter,CSE,No,9.53
104232,Dennis Jackson,CIVIL,No,9.95
104233,Denise Oliver,ECE,No,9.65
104234,Christopher Carter,CIVIL,Yes,5.04
104235,Nathaniel Wilson,FT,No,8.47
104236,Erik Bonilla,CSE,No,6.97
104237,Ann Young,CIVIL,Yes,8.33
104238,Kelsey Rodriguez,FT,Yes,5.15
104239,Melissa Munoz,ECE,Yes,6.45
104240,Mr. Evan Harvey DDS,MECH,Yes,5.24
104241,Brian Spears,CSE,No,8.25
104242,Gregory Allen,MECH,No,5.39
104243,Anthony Tran,AD,No,5.23
104244,Lisa Smith,EEE,Yes,8.06
104245,Joshua Bailey,MECH,No,5.28
104246,Randy Smith,FT,No,9.73
104247,Kristen Chase,AD,Yes,5.2
104248,Donna Barnes,FT,Yes,8.57
104249,Richard Ramsey,MECH,Yes,8.86
104250,Elizabeth Cannon,FT,Yes,8.95
104251,Stephanie Wilson,EEE,Yes,6.63
104252,Melissa Williams,MECH,Yes,6.3
104253,Larry Vasquez,FT,No,9.69
104254,Christian Hernandez,FT,Yes,8.35
104255,Jason Yoder,AD,No,5.02
104256,Kimberly Sanders,FT,No,9.76
104257,Sara Caldwell,AD,No,9.68
104258,Carly Patton,ECE,No,6.39
104259,Brad Garcia MD,MECH,Yes,7.06
104260,Andrea Riley,ECE,No,5.6
104261,Ralph Hughes,CSE,Yes,9.37
104262,Shannon Martin,MECH,No,5.32
104263,Terri Jackson,CIVIL,No,9.93
104264,Brianna Hayes,CSE,Yes,9.01
104265,Renee Johnson,ECE,Yes,9.34
104266,Brandon Carr,CIVIL,No,6.2
104267,Karen Wilson,CIVIL,Yes,7.77
104268,Arthur Jones,EEE,Yes,9.15
104269,Michelle Vasquez,EEE,No,5.7
104270,Shannon Rowland,EEE,No,8.76
104271,Bonnie Higgins,AD,No,6.4
104272,Ryan Cardenas,MECH,Yes,5.45
104273,Austin Perez,CSE,Yes,8.19
104274,Ian Smith,CIVIL,No,8.51
104275,Matthew Daugherty,ECE,No,6.47
104276,Heather Mitchell,AD,Yes,6.97
104277,Allen Carlson,MECH,No,6.62
104278,Angela Clayton,AD,Yes,7.84
104279,Sara Luna,FT,No,9.33
104280,Timothy Pham MD,FT,No,9.12
104281,Brian Vega,MECH,No,7.61
104282,Kristy Reyes,CIVIL,No,5.55
104283,Brian Carr,AD,No,7.66
104284,Jordan Edwards,CSE,No,6.23
104285,Christopher Mitchell,CIVIL,No,6.3
104286,Brent Watson,CSE,No,8.01
104287,Mrs. Shelley Martin,EEE,Yes,7.29
104288,Debbie York,EEE,Yes,6.22
104289,Kevin Stephens,AD,Yes,6.53
104290,Jeff Wheeler,MECH,Yes,7.44
104291,Deanna Myers,FT,No,6.37
104292,Willie Martin,MECH,Yes,6.82
104293,Christopher Stevenson,CSE,Yes,6.58
104294,Jonathan Hernandez,AD,No,6.59
104295,Tamara Coffey,CIVIL,No,9.14
104296,Pamela Reyes,AD,No,9.68
104297,Debra Moore,MECH,No,9.13
104298,Jennifer Welch,CSE,No,6.0
104299,Zachary Johnson,FT,No,7.61
104300,Yolanda Garrison,AD,Yes,6.74
104301,Joseph Wilson,ECE,No,9.23
104302,Martin Bailey,AD,No,7.7
104303,Katelyn Garcia,AD,Yes,9.65
104304,Stefanie Roberts,FT,Yes,6.75
104305,Wendy Roberts,CSE,No,6.34
104306,Lindsey Roth,MECH,No,8.96
104307,Jennifer Torres,EEE,Yes,5.74
104308,James Conner,FT,No,5.57
104309,Erik Hoffman,EEE,Yes,5.85
104310,Mark Perez,CSE,No,5.92
104311,Sarah Rose,AD,No,6.23
104312,Tracie Wells,CSE,No,7.67
104313,Amy Garcia,CIVIL,Yes,5.71
104314,Bryan Reynolds,EEE,Yes,6.63
104315,Blake Reyes,EEE,No,6.27
104316,Scott Allen,CSE,No,7.18
104317,Bradley Taylor,CSE,Yes,5.76
104318,Margaret Holt,ECE,Yes,8.79
104319,Brenda Watson,EEE,No,7.19
104320,Matthew Wilson,CSE,No,7.87
104321,Eric Vincent,EEE,Yes,7.97
104322,Robert Knight,EEE,Yes,6.04
104323,Michael Lozano,ECE,No,8.48
104324,Jeremy Smith,CIVIL,No,5.2
104325,Craig Patel,EEE,Yes,9.14
104326,Tara Santana,FT,Yes,5.7
104327,Madeline Davis,MECH,Yes,8.98
104328,Laura Larson,CSE,Yes,9.26
104329,Cassandra Robinson,MECH,Yes,6.41
104330,Gina Cobb,MECH,Yes,8.35
104331,John Wolfe,CIVIL,Yes,7.87
104332,Gabrielle Murphy,ECE,Yes,7.62
104333,Meagan Hicks,CIVIL,Yes,7.61
104334,Daniel Weeks,EEE,Yes,8.28
104335,Marilyn Hancock,MECH,Yes,5.7
104336,Lawrence Perry,ECE,No,7.59
104337,Dana Snyder,CSE,No,5.63
104338,Heidi Thompson,EEE,No,7.87
104339,Steven Clark,CSE,No,7.35
104340,Nancy Farrell,MECH,Yes,9.24
104341,Erika Holloway,AD,Yes,9.73
104342,Deborah Vaughn,CIVIL,No,8.74
104343,Amber Walters,MECH,Yes,7.63
104344,Rhonda Cole,MECH,No,6.46
104345,Anthony Brown,EEE,Yes,8.86
104346,Brandon Rodriguez,EEE,Yes,8.67
104347,Lisa Bryan,CSE,No,5.67
104348,Alexis Sanchez,MECH,Yes,8.33
104349,Kimberly Brown,CIVIL,Yes,5.34
104350,Kyle Forbes,MECH,No,8.0
104351,Richard Bird,CIVIL,Yes,5.75
104352,Ross Campbell,EEE,No,5.47
104353,Christine Mills,EEE,No,6.22
104354,Margaret Sanders,AD,Yes,5.76
104355,David Thomas,MECH,Yes,9.63
104356,Mrs. Natasha Medina DDS,ECE,No,8.32
104357,Justin Guzman,ECE,Yes,7.66
104358,Roger Simmons,EEE,No,9.86
104359,Evelyn Jones,CIVIL,No,7.53
